cite_id,cite_title,cite_abs,cite_label,cited_id,cited_title,cited_abs,cited_label,link,autocot,citation_rules
1122642,Title: Word Perfect Corp. LIA: A Location-Independent Transformation for ASOCS Adaptive Algorithm 2,"Abstract: Most Artificial Neural Networks (ANNs) have a fixed topology during learning, and often suffer from a number of shortcomings as a result. ANNs that use dynamic topologies have shown ability to overcome many of these problems. Adaptive Self Organizing Concurrent Systems (ASOCS) are a class of learning models with inherently dynamic topologies. This paper introduces Location-Independent Transformations (LITs) as a general strategy for implementing learning models that use dynamic topologies efficiently in parallel hardware. A LIT creates a set of location-independent nodes, where each node computes its part of the network output independent of other nodes, using local information. This type of transformation allows efficient support for adding and deleting nodes dynamically during learning. In particular, this paper presents the Location - Independent ASOCS (LIA) model as a LIT for ASOCS Adaptive Algorithm 2. The description of LIA gives formal definitions for LIA algorithms. Because LIA implements basic ASOCS mechanisms, these definitions provide a formal description of basic ASOCS mechanisms in general, in addition to LIA.",Neural_Networks,1153097,Title: An Optimal Weighting Criterion of Case Indexing for Both Numeric and Symbolic Attributes,"Abstract: A General Result on the Stabilization of Linear Systems Using Bounded Controls 1 ABSTRACT We present two constructions of controllers that globally stabilize linear systems subject to control saturation. We allow essentially arbitrary saturation functions. The only conditions imposed on the system are the obvious necessary ones, namely that no eigenvalues of the uncontrolled system have positive real part and that the standard stabilizability rank condition hold. One of the constructions is in terms of a ""neural-network type"" one-hidden layer architecture, while the other one is in terms of cascades of linear maps and saturations.",Neural_Networks,0,"From the provided information:

Paper 1:

Title: ""Word Perfect Corp. LIA: A Location-Independent Transformation for ASOCS Adaptive Algorithm 2""
Abstract: Introduces Location-Independent Transformations (LITs) as a strategy for implementing learning models with dynamic topologies efficiently in parallel hardware. Specifically, it presents the Location-Independent ASOCS (LIA) model as a LIT for ASOCS Adaptive Algorithm 2. Describes LIA algorithms and formal definitions for ASOCS mechanisms.
Category: Neural Networks
Paper 2:

Title: ""An Optimal Weighting Criterion of Case Indexing for Both Numeric and Symbolic Attributes""
Abstract: Discusses stabilization of linear systems using controllers subject to control saturation. Presents two constructions of controllers for global stabilization of linear systems with arbitrary saturation functions, ensuring conditions for stabilization.
Category: Neural Networks
Based on the provided information, there is no explicit mention or citation of Paper 2 within Paper 1, and vice versa. Paper 1 focuses on introducing Location-Independent Transformations (LITs) and describes the Location-Independent ASOCS (LIA) model, while Paper 2 discusses the stabilization of linear systems using controllers subject to control saturation. There doesn't appear to be a direct reference from Paper 1 to Paper 2 or from Paper 2 to Paper 1.","Independent Topic Focus: When one paper focuses on presenting or exploring a distinct topic, methodology, or concept that does not directly align or overlap with the content or area of research introduced or detailed in another paper, it implies a lack of a citation relationship between the two."
78994,Title: Adaptive tuning of numerical weather prediction models: Randomized GCV in three and four dimensional data assimilation,"Abstract: This article describes a new system for induction of oblique decision trees. This system, OC1, combines deterministic hill-climbing with two forms of randomization to find a good oblique split (in the form of a hyperplane) at each node of a decision tree. Oblique decision tree methods are tuned especially for domains in which the attributes are numeric, although they can be adapted to symbolic or mixed symbolic/numeric attributes. We present extensive empirical studies, using both real and artificial data, that analyze OC1's ability to construct oblique trees that are smaller and more accurate than their axis-parallel counterparts. We also examine the benefits of randomization for the construction of oblique decision trees.",Neural_Networks,72101,Title: Constructive Learning of Recurrent Neural Networks: Limitations of Recurrent Casade Correlation and a Simple Solution,"Abstract: It is often difficult to predict the optimal neural network size for a particular application. Constructive or destructive methods that add or subtract neurons, layers, connections, etc. might offer a solution to this problem. We prove that one method, Recurrent Cascade Correlation, due to its topology, has fundamental limitations in representation and thus in its learning capabilities. It cannot represent with monotone (i.e. sigmoid) and hard-threshold activation functions certain finite state automata. We give a ""preliminary"" approach on how to get around these limitations by devising a simple constructive training method that adds neurons during training while still preserving the powerful fully-recurrent structure. We illustrate this approach by simulations which learn many examples of regular grammars that the",Neural_Networks,0,"Based on the provided information:

Paper 1:

Title: ""Adaptive tuning of numerical weather prediction models: Randomized GCV in three and four dimensional data assimilation""
Abstract: Describes a system for the induction of oblique decision trees named OC1. This system combines deterministic hill-climbing with randomization to find a good oblique split at each node of a decision tree. It's specifically tuned for domains with numeric attributes and demonstrates the ability to construct oblique trees that are smaller and more accurate than axis-parallel counterparts. Empirical studies using real and artificial data are presented to analyze OC1's performance.
Category: Neural Networks
Paper 2:

Title: ""Constructive Learning of Recurrent Neural Networks: Limitations of Recurrent Cascade Correlation and a Simple Solution""
Abstract: Discusses difficulties in predicting the optimal size of neural networks for specific applications. Explores constructive methods that add or subtract neurons, layers, connections, etc., to address this problem. Highlights limitations of Recurrent Cascade Correlation in representing certain finite state automata and proposes a simple constructive training method to overcome these limitations while maintaining a fully-recurrent structure.
Category: Neural Networks
There isn't explicit mention or citation of Paper 2 within the provided information for Paper 1, and vice versa. Paper 1 focuses on the development and analysis of OC1, a system for constructing oblique decision trees, while Paper 2 discusses limitations of Recurrent Cascade Correlation and proposes a solution for constructing recurrent neural networks. Based on the information given, there doesn't appear to be a direct reference from Paper 1 to Paper 2 or from Paper 2 to Paper 1.","Distinct Topic Focus: When one paper focuses on presenting methodologies, approaches, or findings that do not directly intersect or address the concepts, techniques, or domain discussed in another paper, it suggests a lack of a citation relationship between the two."
141347,Title: Adapting Crossover in a Genetic Algorithm,"Abstract: Traditionally, genetic algorithms have relied upon 1 and 2-point crossover operators. Many recent empirical studies, however, have shown the benefits of higher numbers of crossover points. Some of the most intriguing recent work has focused on uniform crossover, which involves on the average L/2 crossover points for strings of length L. Despite theoretical analysis, however, it appears difficult to predict when a particular crossover form will be optimal for a given problem. This paper describes an adaptive genetic algorithm that decides, as it runs, which form is optimal.",Genetic_Algorithms,1103031,"Title: Confidence as Higher Order Uncertainty proposed for handling higher order uncertainty, including the Bayesian approach,",Abstract:,Probabilistic_Methods,0,"From the information provided, Paper 1 focuses on adapting crossover in genetic algorithms, exploring the benefits of different crossover operators and proposing an adaptive genetic algorithm that dynamically determines the optimal form of crossover during execution.

Paper 2 discusses confidence as higher-order uncertainty and its application in handling higher-order uncertainty, including the Bayesian approach.

There isn't an explicit mention or citation of Paper 2 within the provided information for Paper 1, and vice versa. Paper 1 concentrates on adaptive genetic algorithms and crossover operators, while Paper 2 discusses higher-order uncertainty and confidence. Based on the provided information, there doesn't seem to be a direct reference from Paper 1 to Paper 2 or from Paper 2 to Paper 1.","Disparate Research Areas: When two papers explore distinct topics, methodologies, or domains without overlapping concepts or direct relevance to each other's subject matter, it suggests a lack of a citation relationship between them."
30901,Title: Lookahead and Pathology in Decision Tree Induction,"Abstract: The standard approach to decision tree induction is a top-down, greedy algorithm that makes locally optimal, irrevocable decisions at each node of a tree. In this paper, we empirically study an alternative approach, in which the algorithms use one-level lookahead to decide what test to use at a node. We systematically compare, using a very large number of real and artificial data sets, the quality of decision trees induced by the greedy approach to that of trees induced using lookahead. The main observations from our experiments are: (i) the greedy approach consistently produced trees that were just as accurate as trees produced with the much more expensive lookahead step; and (ii) we observed many instances of pathology, i.e., lookahead produced trees that were both larger and less accurate than trees produced without it.",Theory,1109439,Title: Classifying Seismic Signals by Integrating Ensembles of Neural Networks,"Abstract: This paper proposes a classification scheme based on integration of multiple Ensembles of ANNs. It is demonstrated on a classification problem, in which seismic signals of Natural Earthquakes must be distinguished from seismic signals of Artificial Explosions. A Redundant Classification Environment consists of several Ensembles of Neural Networks is created and trained on Bootstrap Sample Sets, using various data representations and architectures. The ANNs within the Ensembles are aggregated (as in Bagging) while the Ensembles are integrated non-linearly, in a signal adaptive manner, using a posterior confidence measure based on the agreement (variance) within the Ensembles. The proposed Integrated Classification Machine achieved 92.1% correct classifications on the seismic test data. Cross Validation evaluations and comparisons indicate that such integration of a collection of ANN's Ensembles is a robust way for handling high dimensional problems with a complex non-stationary signal space as in the current Seismic Classification problem.",Neural_Networks,0,"From the information provided:

Paper 1:

Title: ""Lookahead and Pathology in Decision Tree Induction""
Abstract: Explores decision tree induction, comparing a standard greedy algorithm to an alternative approach using one-level lookahead. Empirical studies on numerous real and artificial datasets show that the greedy approach consistently produces trees as accurate as those produced with the more computationally expensive lookahead step. Additionally, it observes instances where lookahead produces larger and less accurate trees.
Category: Theory
Paper 2:

Title: ""Classifying Seismic Signals by Integrating Ensembles of Neural Networks""
Abstract: Proposes a classification scheme based on integrating multiple ensembles of artificial neural networks (ANNs) for distinguishing seismic signals of natural earthquakes from those of artificial explosions. Utilizes a redundant classification environment with various data representations and architectures, aggregating ANNs within ensembles (similar to Bagging) and integrating ensembles non-linearly using a posterior confidence measure based on ensemble agreement. Achieves 92.1% correct classifications on seismic test data.
Category: Neural Networks
Based on the provided information, there's no explicit mention or citation of Paper 2 within the abstract or content of Paper 1, and vice versa. Paper 1 focuses on decision tree induction methods, comparing greedy approaches with lookahead, while Paper 2 revolves around classifying seismic signals using ensemble integration of neural networks. There doesn't seem to be a direct reference from Paper 1 to Paper 2 or from Paper 2 to Paper 1.","Unrelated Methodologies/Subjects: When two papers explore distinct methodologies or unrelated subjects without direct overlap in concepts or relevance to each other's research domain, it suggests a lack of a citation relationship between them."
578650,Title: Collective Memory Search 1 Collective Memory Search: Exploiting an Information Center for Exploration,"Abstract: The results reported here empirically show the benefit of decision tree size biases as a function of concept distribution. First, it is shown how concept distribution complexity (the number of internal nodes in the smallest decision tree consistent with the example space) affects the benefit of minimum size and maximum size decision tree biases. Second, a policy is described that defines what a learner should do given knowledge of the complexity of the distribution of concepts. Third, explanations for why the distribution of concepts seen in practice is amenable to the minimum size decision tree bias are given and evaluated empirically.",Genetic_Algorithms,8832,Title: The Possible Contribution of AI to the Avoidance of Crises and Wars: Using CBR Methods,"Abstract: This paper presents the application of Case-Based Reasoning methods to the KOSIMO data base of international conflicts. A Case-Based Reasoning tool - VIE-CBR has been deveolped and used for the classification of various outcome variables, like political, military, and territorial outcome, solution modalities, and conflict intensity. In addition, the case retrieval algorithms are presented as an interactive, user-modifiable tool for intelli gently searching the conflict data base for precedent cases.",Case_Based,0,"From the provided information:

Paper 1:

Title: ""Collective Memory Search: Exploiting an Information Center for Exploration""
Abstract: Discusses the benefit of decision tree size biases concerning concept distribution complexity. It explores how the complexity of concept distribution affects the advantages of biases in decision tree sizes. It describes a policy guiding learners based on the knowledge of concept distribution complexity and provides explanations for why the distribution of concepts often aligns with the minimum size decision tree bias.
Category: Genetic Algorithms
Paper 2:

Title: ""The Possible Contribution of AI to the Avoidance of Crises and Wars: Using CBR Methods""
Abstract: Introduces the application of Case-Based Reasoning (CBR) methods to the KOSIMO database of international conflicts. It presents the VIE-CBR tool for classifying various outcome variables in conflicts, such as political, military, and territorial outcomes, solution modalities, and conflict intensity. Additionally, it outlines case retrieval algorithms as an interactive tool for intelligently searching the conflict database for precedent cases.
Category: Case-Based
Based on the information provided, there is no explicit mention or citation of Paper 2 within the abstract or content of Paper 1, and vice versa. Paper 1 focuses on decision tree biases and concept distribution complexity, whereas Paper 2 delves into applying Case-Based Reasoning methods to international conflicts. There doesn't appear to be a direct reference from Paper 1 to Paper 2 or from Paper 2 to Paper 1.","Divergent Research Areas: When two papers explore entirely different research domains or methodologies with no evident conceptual or topical overlap, it often suggests a lack of a citation relationship between them."
10798,"Title: Learning physical descriptions from functional definitions, examples, Learning from examples: The effect of different conceptual","Abstract: Technical Report 94-07 February 7, 1994 (updated April 25, 1994) This paper will appear in Proceedings of the Eleventh International Conference on Machine Learning. Abstract This paper presents an algorithm for incremental induction of decision trees that is able to handle both numeric and symbolic variables. In order to handle numeric variables, a new tree revision operator called `slewing' is introduced. Finally, a non-incremental method is given for finding a decision tree based on a direct metric of a candidate tree.",Case_Based,80491,"Title: References Linear Controller Design, Limits of Performance, ""The parallel projection operators of a nonlinear feedback","Abstract: 13] Yang, Y., H.J. Sussmann, and E.D. Sontag, ""Stabilization of linear systems with bounded controls,"" in Proc. Nonlinear Control Systems Design Symp., Bordeaux, June 1992 (M. Fliess, Ed.), IFAC Publications, pp. 15-20. Journal version to appear in IEEE Trans. Autom. Control .",Neural_Networks,0,"From the information provided, there's no explicit mention or citation of Paper 2 within the abstract or content of Paper 1, and vice versa. Paper 1 focuses on incremental induction of decision trees handling both numeric and symbolic variables, while Paper 2 appears to reference linear controller design and stabilization of linear systems with bounded controls in the context of nonlinear control systems.

Based on the information available, there doesn't seem to be a direct reference from Paper 1 to Paper 2 or from Paper 2 to Paper 1.","Distinct Research Focus: When two papers delve into vastly different research domains or fields, lacking thematic or conceptual alignment, it often indicates no citation relationship between them."
22886,Title: Continuous Case-Based Reasoning,"Abstract: Case-based reasoning systems have traditionally been used to perform high-level reasoning in problem domains that can be adequately described using discrete, symbolic representations. However, many real-world problem domains, such as autonomous robotic navigation, are better characterized using continuous representations. Such problem domains also require continuous performance, such as online sensorimotor interaction with the environment, and continuous adaptation and learning during the performance task. This article introduces a new method for continuous case-based reasoning, and discusses its application to the dynamic selection, modification, and acquisition of robot behaviors in an autonomous navigation system, SINS (Self-Improving Navigation System). The computer program and the underlying method are systematically evaluated through statistical analysis of results from several empirical studies. The article concludes with a general discussion of case-based reasoning issues addressed by this research.",Case_Based,1103031,"Title: Confidence as Higher Order Uncertainty proposed for handling higher order uncertainty, including the Bayesian approach,",Abstract:,Probabilistic_Methods,0,"Based on the provided information, Paper 1 discusses continuous case-based reasoning in problem domains that require continuous representations, specifically focusing on autonomous robotic navigation. There's no explicit mention or citation of Paper 2 within the abstract or content of Paper 1.

Therefore, based on the information provided, Paper 1 does not cite Paper 2.","Divergent Research Domains: When two papers explore distinct research domains, one focusing on continuous case-based reasoning and the other on handling higher order uncertainty using probabilistic methods, the lack of thematic alignment suggests no direct citation relationship."
101662,Title: Learning from positive data,"Abstract: Gold showed in 1967 that not even regular grammars can be exactly identified from positive examples alone. Since it is known that children learn natural grammars almost exclusively from positives examples, Gold's result has been used as a theoretical support for Chomsky's theory of innate human linguistic abilities. In this paper new results are presented which show that within a Bayesian framework not only grammars, but also logic programs are learnable with arbitrarily low expected error from positive examples only. In addition, we show that the upper bound for expected error of a learner which maximises the Bayes' posterior probability when learning from positive examples is within a small additive term of one which does the same from a mixture of positive and negative examples. An Inductive Logic Programming implementation is described which avoids the pitfalls of greedy search by global optimisation of this function during the local construction of individual clauses of the hypothesis. Results of testing this implementation on artificially-generated data-sets are reported. These results are in agreement with the theoretical predictions.",Theory,97645,Title: Genetic Algorithms for Combinatorial Optimization: The Assembly Line Balancing Problem,"Abstract: Genetic algorithms are one example of the use of a random element within an algorithm for combinatorial optimization. We consider the application of the genetic algorithm to a particular problem, the Assembly Line Balancing Problem. A general description of genetic algorithms is given, and their specialized use on our test-bed problems is discussed. We carry out extensive computational testing to find appropriate values for the various parameters associated with this genetic algorithm. These experiments underscore the importance of the correct choice of a scaling parameter and mutation rate to ensure the good performance of a genetic algorithm. We also describe a parallel implementation of the genetic algorithm and give some comparisons between the parallel and serial implementations. Both versions of the algorithm are shown to be effective in producing good solutions for problems of this type (with appropriately chosen parameters).",Genetic_Algorithms,0,"Based on the provided information, there's no explicit mention or citation of Paper 2 within the abstract or content of Paper 1.

Therefore, based on the information provided, Paper 1 does not cite Paper 2.","Disparate Research Focus: When papers belong to distinctly different research domains, like theoretical learning from positive examples and application of genetic algorithms to combinatorial optimization problems, the lack of thematic overlap might indicate no direct citation relationship."
387795,Title: University of Nevada Reno Design Strategies for Evolutionary Robotics,"Abstract: CuPit-2 is a special-purpose programming language designed for expressing dynamic neural network learning algorithms. It provides most of the flexibility of general-purpose languages such as C or C ++ , but is more expressive. It allows writing much clearer and more elegant programs, in particular for algorithms that change the network topology dynamically (constructive algorithms, pruning algorithms). In contrast to other languages, CuPit-2 programs can be compiled into efficient code for parallel machines without any changes in the source program, thus providing an easy start for using parallel platforms. This article analyzes the circumstances under which the CuPit-2 approach is the most useful one, presents a description of most language constructs and reports performance results for CuPit-2 on symmetric multiprocessors (SMPs). It concludes that in many cases CuPit-2 is a good basis for neural learning algorithm research on small-scale parallel machines.",Genetic_Algorithms,1125469,Title: Structured Representation of Complex Stochastic Systems,"Abstract: This paper considers the problem of representing complex systems that evolve stochastically over time. Dynamic Bayesian networks provide a compact representation for stochastic processes. Unfortunately, they are often unwieldy since they cannot explicitly model the complex organizational structure of many real life systems: the fact that processes are typically composed of several interacting subprocesses, each of which can, in turn, be further decomposed. We propose a hierarchically structured representation language which extends both dynamic Bayesian networks and the object-oriented Bayesian network framework of [9], and show that our language allows us to describe such systems in a natural and modular way. Our language supports a natural representation for certain system characteristics that are hard to capture using more traditional frameworks. For example, it allows us to represent systems where some processes evolve at a different rate than others, or systems where the processes interact only intermittently. We provide a simple inference mechanism for our representation via translation to Bayesian networks, and suggest ways in which the inference algorithm can exploit the additional structure encoded in our representation.",Probabilistic_Methods,0,"Based on the information provided, there doesn't seem to be any direct indication or explicit citation of Paper 2 within the abstract or content of Paper 1.

Therefore, based on the information provided, Paper 1 does not appear to cite Paper 2.",Divergent Focus Areas: When papers belong to distinctly different research domains！like evolutionary robotics design strategies and structured representation of stochastic systems！lacking a thematic intersection can indicate no direct citation relationship.
6767,Title: Generalizing from Case Studies: A Case Study,"Abstract: Most empirical evaluations of machine learning algorithms are case studies evaluations of multiple algorithms on multiple databases. Authors of case studies implicitly or explicitly hypothesize that the pattern of their results, which often suggests that one algorithm performs significantly better than others, is not limited to the small number of databases investigated, but instead holds for some general class of learning problems. However, these hypotheses are rarely supported with additional evidence, which leaves them suspect. This paper describes an empirical method for generalizing results from case studies and an example application. This method yields rules describing when some algorithms significantly outperform others on some dependent measures. Advantages for generalizing from case studies and limitations of this particular approach are also described.",Case_Based,20178,Title: Discovery of Physical Principles from Design Experiences,"Abstract: One method for making analogies is to access and instantiate abstract domain principles, and one method for acquiring knowledge of abstract principles is to discover them from experience. We view generalization over experiences in the absence of any prior knowledge of the target principle as the task of hypothesis formation, a subtask of discovery. Also, we view the use of the hypothesized principles for analogical design as the task of hypothesis testing, another subtask of discovery. In this paper, we focus on discovery of physical principles by generalization over design experiences in the domain of physical devices. Some important issues in generalization from experiences are what to generalize from an experience, how far to generalize, and what methods to use. We represent a reasoner's comprehension of specific designs in the form of structure-behavior-function (SBF) models. An SBF model provides a functional and causal explanation of the working of a device. We represent domain principles as device-independent behavior-function (BF) models. We show that (i) the function of a device determines what to generalize from its SBF model, (ii) the SBF model itself suggests how far to generalize, and (iii) the typology of functions indicates what method to use.",Case_Based,0,"From the provided information, there's no explicit indication that Paper 1 cites Paper 2 within the abstract or content of Paper 1. Therefore, based on the information provided, it doesn't seem like Paper 1 cites Paper 2.","Divergent Methodologies: When papers explore distinct methodologies or frameworks！for instance, generalizing from case studies versus discovering principles from design experiences！lack of citation could indicate a divergence in research approaches, potentially leading to no direct citation relationship."
